Frame,RtouchPos_X,RtouchPos_Y,RtouchPos_Z,RtouchRot_W,RtouchRot_X,RtouchRot_Y,RtouchRot_Z,LtouchPos_X,LtouchPos_Y,LtouchPos_Z,LtouchRot_W,LtouchRot_X,LtouchRot_Y,LtouchRot_Z,PlayerPos_X,PlayerPos_Y,PlayerPos_Z,PlayerRot_W,PlayerRot_X,PlayerRot_Y,PlayerRot_Z,Right_Accel_X,Right_Accel_Y,Right_Accel_Z,Left_Accel_X,Left_Accel_Y,Left_Accel_Z,Camera_Pos_X,Camera_Pos_Y,Camera_Pos_Z,Camera_Rot_W,Camera_Rot_X,Camera_Rot_Y,Camera_Rot_Z,Right_Angular_Accel_X,Right_Angular_Accel_Y,Right_Angular_Accel_Z,Left_Angular_Accel_X,Left_Angular_Accel_Y,Left_Angular_Accel_Z,Right_Vel_X,Right_Vel_Y,Right_Vel_Z,Left_Vel_X,Left_Vel_Y,Left_Vel_Z,Right_Angular_Vel_X,Right_Angular_Vel_Y,Right_Angular_Vel_Z,Left_Angular_Vel_X,Left_Angular_Vel_Y,Left_Angular_Vel_Z,Primary Hand Trigger,Secondary Hand Trigger
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-3.48086,3.146747,5.511024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-3.48086,3.090241,5.511024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,0.4250557,-0.9311543,0.01627027,-0.65731,-0.5983967,0.2633747,-0.3748318,0.08109741,-0.932409,-0.0577145,-0.7184691,-0.6290628,-0.1204936,-0.6290628,-3.245053,1.550121,5.454532,-0.9949362,0.04820364,0.08564319,-0.02106671,-0.06674795,0.1071824,0.3070649,0.0972853,0.183948,-0.2385379,0.235807,-0.04487907,-0.05649121,-0.9949361,0.04820364,0.08564318,-0.02106671,-0.4354943,-0.4354943,-0.4354943,-1.172042,3.678306,-2.961852,-0.03778512,-0.03778512,-0.03778512,-0.02356319,0.005426523,0.03578225,-0.2385302,-0.2385302,-0.2385302,-0.07013636,-0.1088079,0.02343231,False,False
4,0.4183072,-0.9294744,0.03227174,-0.669292,-0.5841061,0.264784,-0.3751768,0.08077136,-0.9336463,-0.05630757,-0.7126632,-0.6262478,-0.1370393,-0.6262478,-3.244899,1.551274,5.452942,-0.9947591,0.05321439,0.08490235,-0.02035273,0.2092684,0.0380444,-0.8048114,0.08633915,0.4335561,-0.0296968,0.2359607,-0.04372597,-0.05808152,-0.9947591,0.05321439,0.08490235,-0.02035274,2.090162,2.090162,2.090162,-0.4143285,1.920976,1.869999,-0.01282363,-0.01282363,-0.01282363,0.01296318,-0.01264481,-0.03396893,0.09213912,0.09213912,0.09213912,0.03800637,0.08600494,-0.3270569,False,False
5,0.4178496,-0.9303272,0.02992613,-0.6636963,-0.5845495,0.270784,-0.380112,0.08147787,-0.9339218,-0.05734003,-0.7102738,-0.6267157,-0.1415386,-0.6267157,-3.244874,1.551307,5.452656,-0.9947187,0.05458986,0.08453117,-0.02022419,0.2789477,0.2185667,-0.5095923,-0.02037067,0.4173866,0.2030223,0.2359855,-0.04369275,-0.05836703,-0.9947187,0.05458986,0.08453117,-0.02022419,3.203354,3.203354,3.203354,1.591851,0.2705235,4.44821,-0.006562486,-0.006562486,-0.006562486,0.01308338,-0.002005527,-0.0303228,0.1509651,0.1509651,0.1509651,0.05069767,0.1012621,-0.253132,False,False
6,0.4177178,-0.9307052,0.02835411,-0.6599479,-0.585341,0.2741758,-0.3829784,0.08182798,-0.9338754,-0.05775501,-0.7091331,-0.6272212,-0.1431785,-0.6272212,-3.244884,1.55183,5.452096,-0.9946566,0.05682562,0.08387531,-0.01985028,0.1506235,0.1781308,-0.3569059,0.04833554,0.3464981,0.3568256,0.235976,-0.04316961,-0.05892713,-0.9946566,0.05682561,0.08387508,-0.0198503,1.545356,1.545356,1.545356,0.08876666,-1.038924,5.815306,-0.003721912,-0.003721912,-0.003721912,0.01312255,0.002369627,-0.02582635,0.1807789,0.1807789,0.1807789,0.06029107,0.08775609,-0.1974279,False,False
7,0.4176675,-0.9308519,0.02753618,-0.6580124,-0.5860877,0.2757157,-0.3840596,0.08198752,-0.9337845,-0.0578434,-0.7087679,-0.6276261,-0.1434095,-0.6276261,-3.244846,1.551983,5.451898,-0.9945571,0.05859303,0.08383938,-0.01985034,-3.762622E-05,0.1158462,-0.1129237,0.1277545,0.2420063,0.4659662,0.2360136,-0.04301652,-0.05912597,-0.9945571,0.05859302,0.0838389,-0.01985037,0.03942775,0.03942775,0.03942775,0.7949519,-0.6083393,6.448291,-0.002962428,-0.002962428,-0.002962428,0.01374219,0.005051248,-0.02106107,0.199051,0.199051,0.199051,0.06667421,0.08170688,-0.137427,False,False
8,0.4176066,-0.930993,0.02677316,-0.656422,-0.5866349,0.2771195,-0.3849343,0.08214053,-0.9336794,-0.05782701,-0.7088003,-0.6278386,-0.1432584,-0.6278386,-3.244875,1.552192,5.451705,-0.994517,0.06001594,0.08327019,-0.02000149,-0.06074156,0.07255851,0.1181859,0.1378011,0.1587976,0.4918763,0.2359847,-0.04280761,-0.05931911,-0.9945171,0.06001593,0.08326972,-0.02000151,-0.6814689,-0.6814689,-0.6814689,-1.315071,-1.330526,6.639492,-0.003044821,-0.003044821,-0.003044821,0.01498528,0.00692409,-0.01549497,0.1919046,0.1919046,0.1919046,0.05286977,0.07042178,-0.06663241,False,False
9,0.4175267,-0.9311227,0.02612689,-0.6553196,-0.587116,0.2780744,-0.3853903,0.08218212,-0.9335943,-0.05757653,-0.7092249,-0.6278027,-0.1425861,-0.6278027,-3.244865,1.552328,5.451551,-0.9944271,0.06171224,0.08302996,-0.02030751,-0.1733733,-0.02383637,0.3665608,0.1409388,0.08162317,0.4908572,0.235995,-0.04267176,-0.05947273,-0.9944271,0.06171223,0.08302949,-0.02030754,-1.639714,-1.639714,-1.639714,-2.214872,-2.343251,6.491152,-0.004422872,-0.004422872,-0.004422872,0.01696103,0.008523718,-0.006676175,0.1701639,0.1701639,0.1701639,0.02952844,0.04651816,0.02455483,False,False
10,0.4174384,-0.9312781,0.02550041,-0.6543106,-0.5875127,0.2788948,-0.3859069,0.08240288,-0.9334621,-0.05750695,-0.7094327,-0.6280124,-0.1421768,-0.6280124,-3.244873,1.552535,5.451351,-0.9943801,0.06264373,0.08287421,-0.02039713,-0.1806273,-0.03143924,0.4046762,0.2009986,0.04745421,0.4686459,0.2359869,-0.0424653,-0.05967271,-0.9943801,0.06264371,0.08287374,-0.02039716,-2.231057,-2.231057,-2.231057,-1.061522,-0.6536683,7.079154,-0.005393046,-0.005393046,-0.005393046,0.01820973,0.00897048,-0.002269578,0.1535515,0.1535515,0.1535515,0.01678128,0.03938518,0.07819054,False,False
