Frame,RtouchPos_X,RtouchPos_Y,RtouchPos_Z,RtouchRot_W,RtouchRot_X,RtouchRot_Y,RtouchRot_Z,LtouchPos_X,LtouchPos_Y,LtouchPos_Z,LtouchRot_W,LtouchRot_X,LtouchRot_Y,LtouchRot_Z,PlayerPos_X,PlayerPos_Y,PlayerPos_Z,PlayerRot_W,PlayerRot_X,PlayerRot_Y,PlayerRot_Z,Right_Accel_X,Right_Accel_Y,Right_Accel_Z,Left_Accel_X,Left_Accel_Y,Left_Accel_Z,Camera_Pos_X,Camera_Pos_Y,Camera_Pos_Z,Camera_Rot_W,Camera_Rot_X,Camera_Rot_Y,Camera_Rot_Z,Right_Angular_Accel_X,Right_Angular_Accel_Y,Right_Angular_Accel_Z,Left_Angular_Accel_X,Left_Angular_Accel_Y,Left_Angular_Accel_Z,Right_Vel_X,Right_Vel_Y,Right_Vel_Z,Left_Vel_X,Left_Vel_Y,Left_Vel_Z,Right_Angular_Vel_X,Right_Angular_Vel_Y,Right_Angular_Vel_Z,Left_Angular_Vel_X,Left_Angular_Vel_Y,Left_Angular_Vel_Z,Primary Hand Trigger,Secondary Hand Trigger
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-3.48086,3.146747,5.511024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-3.48086,3.090241,5.511024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
3,0.06947681,-0.3194183,0.2450546,-0.489154,0.009253795,0.7690419,0.4113602,0.06583707,-0.5315017,0.3257505,-0.9549342,0.1377953,0.1831119,0.1377953,-3.404474,1.444634,5.757142,-0.8150257,-0.09343711,0.5665099,-0.07790431,-0.4530162,0.01653152,0.01444134,-0.2809477,0.01143072,-0.06513242,0.07638604,-0.1503658,0.2461179,-0.8150257,-0.0934371,0.5665099,-0.07790431,-0.1173701,-0.1173701,-0.1173701,1.568964,0.6739792,-1.057867,-0.06456913,-0.06456913,-0.06456913,-0.1076276,0.002078193,-0.07551181,-0.09890893,-0.09890893,-0.09890893,0.02630844,-0.05904829,-0.1873054,False,False
4,0.05725455,-0.3180062,0.2343344,-0.4799777,0.006765601,0.7712963,0.4179446,0.04988942,-0.5300241,0.3136097,-0.9514684,0.1362461,0.1907356,0.1362461,-3.40722,1.444712,5.754482,-0.8148058,-0.09578087,0.5665507,-0.07705804,-0.01453724,-0.0355504,-0.2617266,-0.1975506,-0.03194267,-0.02524216,0.07363956,-0.1502879,0.2434589,-0.8148057,-0.09578087,0.5665507,-0.07705804,1.280879,1.280879,1.280879,0.3637451,-1.491723,-0.0463459,-0.09714862,-0.09714862,-0.09714862,-0.1280493,0.009251461,-0.09428467,-0.002899336,-0.002899336,-0.002899336,0.02634187,-0.07452632,-0.1015971,False,False
5,0.04803916,-0.3168245,0.2252174,-0.4734126,0.009144262,0.774212,0.4199913,0.03776332,-0.5287618,0.3044231,-0.9499437,0.1354941,0.1949048,0.1354941,-3.417178,1.445123,5.745108,-0.8158642,-0.1036853,0.5639889,-0.07437287,-0.06122683,0.00308572,0.005235557,-0.02032928,0.09450007,-0.04207446,0.06368145,-0.1498769,0.2340846,-0.8158643,-0.1036853,0.5639889,-0.07437286,-1.091455,-1.091455,-1.091455,-0.5873846,-0.490551,-0.1067762,-0.0941813,-0.0941813,-0.0941813,-0.1310621,0.01356568,-0.09713083,-0.0546879,-0.0546879,-0.0546879,-0.0002288441,-0.07766029,-0.09401561,False,False
6,0.04345505,-0.316224,0.2206175,-0.4697198,0.01079192,0.7757077,0.4213364,0.03235116,-0.5280094,0.3001019,-0.9492509,0.135926,0.1964063,0.135926,-3.420098,1.445129,5.74228,-0.8168558,-0.1052651,0.562272,-0.0742688,-0.1281287,-0.01295724,-0.04340761,0.0002372773,0.06648071,-0.06533142,0.06076195,-0.1498712,0.2312565,-0.8168558,-0.1052651,0.5622721,-0.0742688,0.1441604,0.1441604,0.1441604,0.3613676,0.5542666,0.8359448,-0.09581742,-0.09581742,-0.09581742,-0.1304101,0.01548861,-0.09863196,-0.05186341,-0.05186341,-0.05186341,-0.01301388,-0.07122882,-0.08432571,False,False
7,0.04252013,-0.3161195,0.2193271,-0.469444,0.01132055,0.7760558,0.4209892,0.03057492,-0.5277577,0.2986443,-0.9491795,0.135765,0.1966867,0.135765,-3.422504,1.445267,5.739749,-0.8178818,-0.1058234,0.5607234,-0.07389362,-0.1338591,-0.01788785,0.02084794,-0.1228411,-0.0009146011,0.02562392,0.05835573,-0.1497331,0.2287255,-0.8178816,-0.1058234,0.5607234,-0.07389361,0.1935197,0.1935197,0.1935197,0.6138669,-0.8226079,-0.2139539,-0.09843622,-0.09843622,-0.09843622,-0.1322992,0.01582905,-0.09925662,-0.03803964,-0.03803964,-0.03803964,-0.002407826,-0.06480272,-0.0725727,False,False
8,0.04025447,-0.3159035,0.2168946,-0.4684376,0.01231873,0.7764524,0.4213504,0.02758457,-0.5274214,0.2963863,-0.948814,0.1358353,0.1980617,0.1358353,-3.424616,1.445425,5.737543,-0.8189781,-0.1057258,0.5591802,-0.07358275,-0.1017626,-0.1334622,0.03275774,-0.1321028,-0.1314166,-0.005178235,0.05624379,-0.1495748,0.2265197,-0.8189781,-0.1057258,0.5591802,-0.07358275,0.457875,0.457875,0.457875,-0.4441292,-1.02352,-0.2381265,-0.1002857,-0.1002857,-0.1002857,-0.1344814,0.01500456,-0.09917857,-0.04308893,-0.04308893,-0.04308893,0.001916734,-0.088117,-0.06295299,False,False
9,0.03790092,-0.3157632,0.2144044,-0.4673893,0.01315406,0.7769572,0.4215589,0.02461354,-0.5271031,0.2940806,-0.9483824,0.1360828,0.1995713,0.1360828,-3.426783,1.445657,5.735391,-0.8204681,-0.1047689,0.5572214,-0.07321025,-0.1792812,-0.1372393,0.02140156,0.001923995,-0.09303459,-0.01790014,0.05407649,-0.1493433,0.2243671,-0.8204682,-0.1047689,0.5572214,-0.07321026,0.5665427,0.5665427,0.5665427,0.01738229,-0.2825603,0.2485799,-0.102717,-0.102717,-0.102717,-0.1350436,0.01424616,-0.09993744,-0.03693691,-0.03693691,-0.03693691,-0.001210242,-0.1082679,-0.05866053,False,False
10,0.03542184,-0.3156381,0.2119362,-0.4661575,0.01326683,0.7776634,0.4216172,0.0216848,-0.5268652,0.2916689,-0.9481041,0.1362913,0.2008595,0.1362913,-3.428997,1.446014,5.733185,-0.8221788,-0.1040065,0.5549311,-0.07250002,-0.2093559,-0.1122122,0.06503637,0.0918819,-0.1271116,-0.0159692,0.05186253,-0.1489861,0.2221614,-0.8221788,-0.1040065,0.554931,-0.07250002,1.955272,1.955272,1.955272,0.4688066,-0.009352418,2.371096,-0.1062917,-0.1062917,-0.1062917,-0.134021,0.01242202,-0.1012146,-0.01256946,-0.01256946,-0.01256946,0.004108205,-0.1123859,-0.03403033,False,False
